ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	7/4088	21/35298	0.333333333333333	2.87818003913894	3.115864062265	0.00740830877116309	0.0421008766751463	0.0313830795184059	LOC110915756/LOC110865839/LOC118482256/LOC118481850/LOC110898428/LOC110904377/LOC110918715	7
calcium ion transmembrane transport	calcium ion transmembrane transport	calcium ion transmembrane transport	14/4088	60/35298	0.233333333333333	2.01472602739726	2.84705761759266	0.0075855827217022	0.0428470490704633	0.031939295670325	LOC110864638/LOC110927946/LOC110940629/LOC118479706/LOC110865694/LOC110895175/LOC110886181/LOC110889267/LOC110895438/LOC110897631/LOC110897633/LOC118485713/LOC118485450/LOC110911027	14
actin filament severing	actin filament severing	actin filament severing	5/4088	12/35298	0.416666666666667	3.59772504892368	3.25731715808752	0.00815537836437855	0.0436828312390851	0.0325623092588617	LOC110866906/LOC110939809/LOC110884179/LOC110885250/LOC110865468	5
arabinan catabolic process	arabinan catabolic process	arabinan catabolic process	5/4088	12/35298	0.416666666666667	3.59772504892368	3.25731715808752	0.00815537836437855	0.0436828312390851	0.0325623092588617	LOC110922997/LOC110941073/LOC110884958/LOC110889356/LOC110897621	5
chromosome segregation	chromosome segregation	chromosome segregation	5/4088	12/35298	0.416666666666667	3.59772504892368	3.25731715808752	0.00815537836437855	0.0436828312390851	0.0325623092588617	LOC110944541/LOC110936814/LOC110941409/LOC110916704/LOC110921429	5
clathrin adaptor complex	clathrin adaptor complex	clathrin adaptor complex	5/4088	12/35298	0.416666666666667	3.59772504892368	3.25731715808752	0.00815537836437855	0.0436828312390851	0.0325623092588617	LOC110940972/LOC110897850/LOC110898421/LOC110899566/LOC110919628	5
eukaryotic translation initiation factor 2 complex	eukaryotic translation initiation factor 2 complex	eukaryotic translation initiation factor 2 complex	5/4088	12/35298	0.416666666666667	3.59772504892368	3.25731715808752	0.00815537836437855	0.0436828312390851	0.0325623092588617	LOC110879228/LOC118485660/LOC110864268/LOC110873367/LOC110889774	5
mRNA destabilization	mRNA destabilization	mRNA destabilization	5/4088	12/35298	0.416666666666667	3.59772504892368	3.25731715808752	0.00815537836437855	0.0436828312390851	0.0325623092588617	LOC110928989/LOC110929041/LOC110885075/LOC110886218/LOC110894026	5
protein histidyl modification to diphthamide	protein histidyl modification to diphthamide	protein histidyl modification to diphthamide	5/4088	12/35298	0.416666666666667	3.59772504892368	3.25731715808752	0.00815537836437855	0.0436828312390851	0.0325623092588617	LOC110913537/LOC110929513/LOC118492415/LOC110895336/LOC110927376	5
xylan 1,4-beta-xylosidase activity	xylan 1,4-beta-xylosidase activity	xylan 1,4-beta-xylosidase activity	5/4088	12/35298	0.416666666666667	3.59772504892368	3.25731715808752	0.00815537836437855	0.0436828312390851	0.0325623092588617	LOC110922997/LOC110941073/LOC110884958/LOC110889356/LOC110897621	5
xylan catabolic process	xylan catabolic process	xylan catabolic process	5/4088	12/35298	0.416666666666667	3.59772504892368	3.25731715808752	0.00815537836437855	0.0436828312390851	0.0325623092588617	LOC110922997/LOC110941073/LOC110884958/LOC110889356/LOC110897621	5
NADH dehydrogenase (ubiquinone) activity	NADH dehydrogenase (ubiquinone) activity	NADH dehydrogenase (ubiquinone) activity	8/4088	27/35298	0.296296296296296	2.55838225701239	2.93173321394887	0.00938235063351072	0.0493212108717678	0.0367653028861156	LOC110932396/LOC118479624/LOC118480583/LOC110870575/LOC118482638/LOC118485740/LOC118485871/LOC118486621	8
potassium ion transmembrane transport	potassium ion transmembrane transport	potassium ion transmembrane transport	10/4088	38/35298	0.263157894736842	2.27224739932022	2.83987793115196	0.00954043011216418	0.0493212108717678	0.0367653028861156	LOC118492522/LOC110928973/LOC110877917/LOC110884354/LOC110942275/LOC110939486/LOC110904948/LOC110911181/LOC110916532/LOC110920875	10
formation of translation preinitiation complex	formation of translation preinitiation complex	formation of translation preinitiation complex	6/4088	17/35298	0.352941176470588	3.04748474732359	3.05599155285455	0.00957847550192057	0.0493212108717678	0.0367653028861156	LOC110879228/LOC110894866/LOC118485660/LOC110864268/LOC110873367/LOC110889774	6
inorganic diphosphate phosphatase activity	inorganic diphosphate phosphatase activity	inorganic diphosphate phosphatase activity	6/4088	17/35298	0.352941176470588	3.04748474732359	3.05599155285455	0.00957847550192057	0.0493212108717678	0.0367653028861156	LOC110935741/LOC110933123/LOC110877370/LOC110893917/LOC110914685/LOC110916370	6
methyl indole-3-acetate esterase activity	methyl indole-3-acetate esterase activity	methyl indole-3-acetate esterase activity	6/4088	17/35298	0.352941176470588	3.04748474732359	3.05599155285455	0.00957847550192057	0.0493212108717678	0.0367653028861156	LOC110868986/LOC110872666/LOC110895589/LOC110911114/LOC110910995/LOC110894242	6
methyl jasmonate esterase activity	methyl jasmonate esterase activity	methyl jasmonate esterase activity	6/4088	17/35298	0.352941176470588	3.04748474732359	3.05599155285455	0.00957847550192057	0.0493212108717678	0.0367653028861156	LOC110868986/LOC110872666/LOC110895589/LOC110911114/LOC110910995/LOC110894242	6
vesicle docking involved in exocytosis	vesicle docking involved in exocytosis	vesicle docking involved in exocytosis	6/4088	17/35298	0.352941176470588	3.04748474732359	3.05599155285455	0.00957847550192057	0.0493212108717678	0.0367653028861156	LOC110904411/LOC110864316/LOC110941498/LOC110898250/LOC110904394/LOC110926237	6
intracellular membrane-bounded organelle	intracellular membrane-bounded organelle	intracellular membrane-bounded organelle	30/4088	167/35298	0.179640718562874	1.55111499115272	2.58364393339554	0.00970876029881504	0.0497173879038221	0.0370606234656907	LOC110870357/LOC110894864/LOC110917695/LOC110929030/LOC110935446/LOC110940629/LOC110940781/LOC110864301/LOC110865116/LOC110865694/LOC110865700/LOC110865787/LOC110865654/LOC110877349/LOC110877350/LOC110895175/LOC110884139/LOC110886162/LOC110886181/LOC110889267/LOC110930212/LOC110894022/LOC110894163/LOC110895438/LOC110902435/LOC110901606/LOC110899634/LOC110910234/LOC110911027/LOC110915272	30
